1	A Place		-123.764	272.182	1,1,0	https://www.sarna.net/wiki/A_Place	116.370	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Pandora Operational Area,Region 1	LA,Tamar March,Pandora Operational Area,Region 1	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LC,Arc-Royal Theater	LC,Arc-Royal Theater	D(LC,CJF)	D(LC,CJF)	CJF	CJF
1663	Meinrad		392.649	-85.090	1,1,0	https://www.sarna.net/wiki/Meinrad	721.167	U	U	U			FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FCF,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	DC,New Samarkand Military District,New Avalon Prefecture
1664	Mejicanos		472.251	-181.724	1,1,0	https://www.sarna.net/wiki/Mejicanos	844.772	U	U	U	U	U	U	U	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FvC	FvC	FvC	FvC	FvC	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region
1665	Melcher		367.306	38.472	1,1,0	https://www.sarna.net/wiki/Melcher	626.289	U	U	U	U	U	U	U	FS,Draconis March,Fairfax Operational Area,Region 2	FS,Draconis March,Fairfax Operational Area,Region 2	FS,Draconis March,Fairfax Operational Area,Region 2	FS,Draconis March,Fairfax Operational Area,Region 2	FS,Draconis March,Fairfax Operational Area,Region 2	FS,Draconis March	FS,Draconis March,Woodbine Operational Area,Region 2	FS,Draconis March,Woodbine Operational Area,Region 2	FS,Draconis March,Woodbine Operational Area,Region 2	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FCF,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS,Draconis March,Robinson Operational Area,Dahar PDZ	FS,Draconis March,Robinson Operational Area,Dahar PDZ	DC,New Samarkand Military District,Kaznejoy Prefecture	DC,New Samarkand Military District,Kaznejoy Prefecture
1666	Melilla		-530.983	213.025	1,1,0	https://www.sarna.net/wiki/Melilla	413.329	U	U	U	U	U	U	U	RW,Timbuktu Province	RW,Timbuktu Province	RW,Timbuktu Province	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1667	Melissia		-222.792	346.996	1,1,0	https://www.sarna.net/wiki/Melissia	77.547	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	LA,Periphery March,Tsarahavana Operational Area,Region 1	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LA,Coventry Province,Melissia Theater,Minor Capital	LC,Coventry Province,Melissia Theater,Minor Capital	LC,Coventry Province,Melissia Theater,Minor Capital	LC,Coventry Province,Melissia Theater,Minor Capital	LC,Bucklands Theater	CJF	CJF
1668	Melk		-386.210	-213.072	1,1,0	https://www.sarna.net/wiki/Melk	640.647	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1669	Melville		-303.627	405.768	1,1,0	https://www.sarna.net/wiki/Melville	150.339						RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	I	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1670	Memmingen		6.450	308.600	1,1,0	https://www.sarna.net/wiki/Memmingen	178.169	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	DC,Rasalhague Military District,Radstadt Prefecture	DC,Rasalhague Military District,Radstadt Prefecture	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	FR,Radstadt Province	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	CWF	RD,Region 2	RD,Region 2
1671	Memphis		562.206	-141.680	1,1,0	https://www.sarna.net/wiki/Memphis	889.280	U	U	U	U	U	U	U	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FCF,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FvC	FvC	FvC	FvC	FvC	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region	FS,Periphery March,Anjin Muerto Operational Area,Broken Wheel Combat Region
1672	Mendham		147.845	-344.866	1,1,0	https://www.sarna.net/wiki/Mendham	789.516					TC	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	CC,Sian Commonality,Region 12	FS,Capellan March,Taygeta Operational Area,Region 1	FS,Capellan March,Taygeta Operational Area,Region 1	FS,Capellan March,Taygeta Operational Area,Region 1	FS,Capellan March,Taygeta Operational Area,Region 1	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	TC	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Sirdar Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ
1673	Menion		187.019	-394.470	1,1,0	https://www.sarna.net/wiki/Menion	850.521	U				TC	TC	TC	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	TC,Hyades Union	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
1674	Menkalinan		-0.006	-70.618	1,1,0	https://www.sarna.net/wiki/Menkalinan	480.569	I	I	I	TH	CCom	TH,Terra Firma Province	TH,Terra Firma Province	TH,Terra Firma Province	TH,Terra Firma Province	AE,Terra Firma Province	TH,Terra Firma Province	TH,Brownsville Province	CC,Tikonov Commonality,Region 5	CC,Tikonov Commonality,Region 5	CC,Tikonov Commonality,Region 5	CC,Tikonov Commonality,Region 5	D(CC,FWL)	LC,Sarna March,Tikonov Operational Area,Region 1	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	WB	CoF	RS,Prefecture VI	RS,Prefecture VI	RS,Prefecture VI	RS,Prefecture VI	I	CC,Tikonov Commonality,Region 3	CC,Tikonov Commonality,Region 3
1675	Menkar		90.726	-92.066	1,1,0	https://www.sarna.net/wiki/Menkar	535.955			I		SS	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2	LC,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	LA,Sarna March,Palos Operational Area,Region 1	CM	CM	CM	CM	CM	CC,Liao Commonality,Region 4	CC,Liao Commonality,Region 4	CC,Liao Commonality,Region 4	WB	CC,Liao Commonality,Region 4	CC,Liao Commonality,Region 4	RS,Prefecture V	RS,Prefecture V	RS,Prefecture V	CC,Liao Commonality,Region 2	CC,Sarna Commonality,Region 2	CC,Sarna Commonality,Region 2
1676	Menke		90.726	-330.895	1,1,0	https://www.sarna.net/wiki/Menke	756.202					CCom	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 10	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11	CC,Sian Commonality,Region 11
1677	Menkent		-38.289	22.951	1,1,0	https://www.sarna.net/wiki/Menkent	379.704	I		FoS	FoS	LC,Federation of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	AE,Tyrfing Province	TH,Tyrfing Province	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	LC,Federation of Skye,Isle of Skye	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	FCL,Skye March,Alcor Operational Area,Region 2	LA,Skye March,Alcor Operational Area,Region 2	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	RS,Prefecture VIII	RS,Prefecture VIII	RS,Prefecture VIII	RS,Prefecture VIII	I	CJF	CJF
1678	Menkib		75.462	-128.993	1,1,0	https://www.sarna.net/wiki/Menkib	562.612	U	U	U	U	U	U	U	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	CC,Sarna Commonality,Region 5	LC,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	FCL,Sarna March,Palos Operational Area,Region 1	LA,Sarna March,Palos Operational Area,Region 1	CM	CM	CM	CM	CM	CC,Liao Commonality,Region 7	CC,Liao Commonality,Region 7	CC,Liao Commonality,Region 7	CC,Liao Commonality,Region 7	CC,Liao Commonality,Region 7	CC,Liao Commonality,Region 7	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Liao Commonality,Region 3	CC,Liao Commonality,Region 6	CC,Sarna Commonality,Region 6	CC,Sarna Commonality,Region 6
1679	Mentasta		114.246	-237.329	1,1,0	https://www.sarna.net/wiki/Mentasta	677.391					SIMA	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	CC,St. Ives Commonality,Region 7	FS,Capellan March,Kathil Operational Area,Region 3	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FCF,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Kittery Prefecture	FS,Capellan March,Kathil Operational Area,Kittery Prefecture	CC,St. Ives Commonality,Region 4	CC,St. Ives Commonality,Region 4
1680	Merak		-119.439	-62.342	1,1,0	https://www.sarna.net/wiki/Merak	448.071	SC	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Confederation	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	FWL,Stewart Commonality	SC	MSC	MSC	MSC	MSC	WE	WE
1681	Mercedes		-392.711	112.143	1,1,0	https://www.sarna.net/wiki/Mercedes	361.491	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	FCL,Periphery March,Venaria Operational Area,Region 2	LA,Periphery March,Venaria Operational Area,Region 2	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province
1682	Merdal		91.895	-390.707	1,1,0	https://www.sarna.net/wiki/Merdal	813.359	U	U	U	U	U	U	U	CC,Sian Commonality,Region 9	CC,Sian Commonality,Region 9	CC,Sian Commonality,Region 9	CC,Sian Commonality,Region 9	CC,Sian Commonality,Region 9	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
